courseCode,courseName,courseDesc,preReqs,FYS,SOPH,DIAP,WRIT,CBLR,COEX
APMA 2110,Real Analysis,"Provides the basis of real analysis which is fundamental to many of the other courses in the program: metric spaces, measure theory, and the theory of integration and differentiation.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
APMA 2190,Nonlinear Dynamical Systems: Theory and Applications,"Basic theory of ordinary differential equations, flows, and maps. Two-dimensional systems. Linear systems. Hamiltonian and integrable systems. Lyapunov functions and stability. Invariant manifolds, including stable, unstable, and center manifolds. Bifurcation theory and normal forms. Nonlinear oscillations and the method of averaging. Chaotic motion, including horseshoe maps and the Melnikov method. Applications in the physical and biological sciences.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
APMA 2550,Numerical Solution of Partial Differential Equations I,"Finite difference methods for solving time-dependent initial value problems of partial differential equations. Fundamental concepts of consistency, accuracy, stability and convergence of finite difference methods will be covered. Associated well-posedness theory for linear time-dependent PDEs will also be covered. Some knowledge of computer programming expected.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
APMA 2570A,Numerical Solution of Partial Differential Equations III,"We will cover spectral methods for partial differential equations. Algorithm formulation, analysis, and efficient implementation issues will be addressed. Prerequisite: APMA 2550 or equivalent knowledge in numerical methods.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
APMA 2630,Theory of Probability,"Part one of a two semester course that provides an introduction to probability theory based on measure theory. The first semester (APMA 2630) covers the following topics: countable state Markov chains, review of real analysis and metric spaces, probability spaces, random variables and measurable functions, Borel-Cantelli lemmas, weak and strong laws of large numbers, conditional expectation and beginning of discrete time martingale theory. Prerequisites—undergraduate probability and analysis, co-requisite—graduate real analysis.","[('APMA 2812C', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
APMA 2670,Mathematical Statistics I,"This course presents advanced statistical inference methods. Topics include: foundations of statistical inference and comparison of classical, Bayesian, and minimax approaches, point and set estimation, hypothesis testing, linear regression, linear classification and principal component analysis, MRF, consistency and asymptotic normality of Maximum Likelihood and estimators, statistical inference from noisy or degraded data, and computational methods (E-M Algorithm, Markov Chain Monte Carlo, Bootstrap). Prerequisite: APMA 2630 or equivalent.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
APMA 2812C,Interacting Particle Systems,"The course will provide an introduction to both static and dynamic interacting particle systems. Topics covered will include basic constructions of interacting particle systems and their limits, including mean-field approximations, analysis of their ergodic properties, including Gibbs measures, Markov random fields and phase transitions. A broad range of applications, ranging from queueing networks to biology and statistical physics, will be used to illustrate the theory. Prerequisite: A good knowledge of measure-theoretic probability theory (at the level of APMA 2630 and 2640)",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
APMA 2990,Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARCH 2006,Principles of Archaeology (ANTH 2501),Interested students must register for ANTH 2501.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARCH 2177,Reframing Medieval Art (HIAA 2440F),Interested students must register for HIAA 2440F.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARCH 2245,Rural Landscapes and Peasant Communities in the Mediterranean,"The aim of this course is to explore rural settlement and agrarian production in the Mediterranean, both in the ancient and the recent past. The archaeological starting-point is provided by the numerous scatters of surface remains that archaeological surveys across the Mediterranean have collected and that are usually interpreted as 'farmsteads' broadly datable to Classical Antiquity. We will look beyond these scatters to examine the social and economic significance of rural settlement through comparison with ethnographic and historical rural studies from across the Mediterranean and to explore household and community organisation and agrarian production in Classical Antiquity. Enrollment limited to 15.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARCH 2557,Critical Approaches to Architectural Preservation and Cultural Heritage (AMST 2685),Interested students must register for AMST 2685.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARCH 2558,Methods in Public Humanities (AMST 2540),Interested students must register for AMST 2540.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARCH 2710,The Archaeology of Nubia and Egypt,"Egypt and Nubia share the distinction of ancient civilizations along the Nile river, but Nubia remains much more poorly known than Egypt. This seminar will examine the archaeology of Nubia, including its relationship to Egypt, from the introduction of ceramics and agriculture to the medieval period. This long-term perspective will allow comparative study of issues such as state formation, imperialism and religious change. Enrollment limited to 15 graduate students.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASYR 2400,Akkadian Literary and Religious Texts,"Readings in Akkadian literary and religious texts in the original language and script. Possible genres include myths, proverbs, and literary miscellanea as well as prayers, hymns, incantations, rituals, prophecies, and divinatory texts. This course is intended primarily for graduate students and may be repeated for credit. A reading knowledge of Akkadian cuneiform is required. A reading knowledge of both German and French is recommended but not required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASYR 2990,Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2000A,Current Topics in MCDB - RNA Regulation: Beyond the Central Dogma,"The central dogma of molecular biology has long held that the primary role of RNA is to serve as an intermediary to convert the information stored in DNA into functioning proteins. However, it is now clear that RNA does not merely play a passive role in the information transfer process from DNA to protein. This course will focus on the many roles played by RNA molecules in both normal cellular processes and disease states. Papers from the primary literature will be chosen to explore this topic, primarily through student-led discussions. Course is limited to graduate students or advanced undergraduates with permission of the instructors.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2010A,Introduction to Molecular Research in the Life Sciences,"In this practical skill-building course, entering PhD students in the Molecular Biology, Cell Biology, and Biochemistry Graduate Program (MCBGP) will participate in an immersive laboratory experience. Students will practice foundational molecular methods for analysis of nucleic acids and proteins. Students will also develop key professional skills including workflow and time management, record keeping, experimental rigor and reproducibility, working in a team, and communication of experimental results. In addition, students will learn about experimental technologies and model organisms used in the molecular life sciences through interactive modules led by MCBGP trainer laboratories. Enrollment is restricted to first-year MCBGP PhD students.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2015,Conservation in the Genomics Age,"The course will introduce students to the rapidly developing field of molecular ecology, emphasizing its importance for conservation biology. Students will explore key principles in evolutionary ecology based on readings, lectures, and discussions. Participants will also gain practical experience with ecological, genomic, and computational methods in the lab. This course is intended for advanced undergraduate and graduate students. Suggested prerequisites include Principles of Ecology (0420); Evolutionary Biology (0480) or Genetics (0470); the Lab Techniques Workshop for Biology Students provided by MDL; or similar with permission. Students will obtain permission from the professor to enroll.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2020,Biotechnology Science and Industry,"This course provides a comprehensive overview of the primary functional roles and steps involved in developing and commercializing a novel technology/scientific breakthrough within the biotechnology industry. This course is particularly suitable for students interested in pursuing a career within a biotechnology company, or for those interested in developing an in-depth knowledge of how the science of biotechnology becomes real world products. Pre Requisites: Foundations of Living Systems (BIOL0020), Principles of Physiology (BIOL0080), and Principles of Economics (ECON0110)/equivalent or instructor's permission is required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2030,Foundations for Advanced Study in the Life Sciences,"BIOL2030 is a graduate-level course focused on multidisciplinary approaches to biological questions. The mechanisms and regulation of basic cellular processes involving nucleic acids (synthesis, structure, maintenance and transmission) and proteins (synthesis, maturation, function) and integration of those processes into more complex circuits (signaling, cell cycle control, development) will be presented through examples from the primary scientific literature. There are no prerequisites for this course. Enrollment is limited to graduate students. BIOL2030 is required for Ph.D. students in the MCB Graduate Program. All other students must obtain instructor permission.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2050,Biology of the Eukaryotic Cell,(Undergraduate students should register for BIOL 1050.),[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2075,Evaluation of Health Information Systems,"This course covers the field of evaluation of health information systems (HIS) in a range of roles and environments, in the US and worldwide. It includes topics in health information system (HIS) design and deployment, healthcare workflow, quantitative and qualitative evaluation methods and socio-technical environment for HIS. Emphasis is given to understanding the range of evaluation questions that can be asked, identifying the key stakeholders, understanding available evaluation techniques, and designing rigorous but achievable studies. Examples will include Open Source systems, medical Apps, and economic evaluation, the role of evaluation frameworks and theories, and notable HIS successes and failures.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2089,The Importance of Intellectual Property in Biotechnology,"This course delves into the various roles of intellectual property in biotechnology. In addition to providing a solid foundation in the fundamentals of intellectual property, the course will use case studies in biotechnology to explore in depth the interplay between specific scientific breakthroughs and intellectual property. An understanding of the science of biotechnology is critical for advanced understanding of the value and possibilities of biotechnology intellectual property.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2110,Drug and Gene Delivery,"Topics in drug delivery systems including history of the field, advantages of controlled release technology, stabilization and release of proteins, fabrication methods, regulatory considerations, economic aspects, patents and intellectual property rights, and more. Prepares students for research in industry and academia, and offers information for consultants in the field. Expected: BIOL 1090, 1120; CHEM 0350, 0360.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2150,Scientific Communication,"Focused on the effective dissemination of scientific information in biological and biomedical research disciplines. Students will develop the skills necessary to effectively communicate scientific ideas, experiments, and results relating to their PhD dissertation projects through activities common to the profession including writing a grant proposal and presenting research work orally. Each of the activities will be dissected into key components and developed through interactive discussions and peer review. Required for most second-year PhD students in the MCB and Computational Biology Graduate Program. Other qualified PhD students may enroll with instructor's permission.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2170,Molecular Pharmacology and Physiology,Fundamental concepts in pharmacology and physiology from the cellular/molecular level to organ systems. Required of first-year graduate students in Molecular Pharmacology and Physiology.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2180,"Experiential Learning Industry, ELI","Experiential Learning in Industry is restricted to biomedical engineering (BME) Sc.M. and biotechnology (Biotech) Sc.M. students, permission also required. The course is an extended in-depth learning experience in an industry environment related to the discipline of BME and Biotech. Industry environments include; medical device, pharmaceutical or biotechnology and industries that provide BME and Biotech relevant services to the aforementioned companies including patent law, licensing, regulatory and consulting. Students will pursue Experiential Learning in Industry during one summer plus one semester or during two semesters for which they will receive credit towards their degree. This course is restricted to BME and Biotech Masters students only. Students must have successfully completed the first year of the BME Masters Program. Slots are limited so permission is required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2190,MPP Professional Development Seminar,"Professional development seminar required of all first year graduate students in the Molecular Pharmacology and Physiology Graduate Program, and open to graduate students in other programs. Topics include grants and funding, effective oral presentation skills, alternative careers in science, and others. All students will be required to present a research seminar during the scheduled class time.

Instructor permission required for graduate students outside the Molecular Pharmacology and Physiology Graduate Program. Not intended for undergraduate students.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2230,Biomedical Engineering and Biotechnology Seminar,"Biomedical engineering and biotechnology are interdisciplinary fields that incorporate progress in biomedical sciences, the physical sciences, and engineering. To achieve success in these fields requires facility with interdisciplinary oral communication – this is the specific and practical focus of this course. Each week, doctoral students in the Biomedical Engineering and Biotechnology Graduate Programs will give research presentations and receive feedback from the audience to help improve their public speaking skills.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2260,Physiological Pharmacology,"The objective of this course is to present drugs in the context of the diseases they are used to treat. A list of the Common medically prescribed drugs will be discussed in terms of their fundamental modes of action and clinical importance. Pertinent background biochemistry, physiology, and pathology is provided, e.g., the electrophysiology of the heart is discussed as a background to anti-arrhythmic drugs. Course is relevant for students interested in medicine journalism, law, government, precollege teaching, biomedical research, and pharmacy. Expected: background in physiology. For graduate students ONLY register for BIOL 2260 (enrollment limit 15); all others BIOL 1260.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2270,Advanced Biochemistry,(Undergraduate students should register for BIOL 1270.),[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2300,"Biomolecular Interactions: Health, Disease, and Drug Design","Interactions between the molecules of life-proteins, RNA, DNA, membrane components-underlie all functions necessary for life. This course focuses on how nature controls these interactions, how these interactions can go awry in disease, and how we can learn the rules of these interactions to design drugs to treat disease. Students will review the physical basis of molecular interactions, learn classic and state-of-the-art high-resolution and high-throughput tools used to measure interaction, and survey the experimental and computational strategies to harness these interactions using a case study in rational drug design. Prerequisite: Introductory Biochemistry. Enrollment limited to 20; instructor permission.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2310,Developmental Biology,"Covers the molecular and cellular events of development from fertilized egg to adult. Genetic basis of body form, cell fate specification and differentiation, processes controlling morphogenesis, growth, stem cells and regeneration are examined. Differential gene regulation, intercellular signaling and evolutionary conversation are central to discussion of mechanisms governing developmental processes. Additional topics: developmental plasticity, impact of epigenetic and environmental factors, and basis of disease gleaned from developmental biology research. Live embryos complement and reinforce concepts covered in class. Expected: BIOL0200 (or equivalent), and one course in genetics, embryology, cell biology or molecular biology. Enrollment limited to 36. (Undergraduate students register for BIOL 1310.)",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2340,Neurogenetics and Disease,"Genetic mutations provides a powerful approach to dissect complex biologic problems. We will focus on fascinating discoveries from ""forward genetic"" studies – moving from nervous system phenotype to genetic mutation discovery. There will be an emphasis of neurologic disease phenotypes and the use of novel genomic methods to elucidate the central molecular and cellular causes for these conditions. The course will emphasize the use of ""reverse genetics"" – engineered mutations in model systems – to dissect nervous system function and disease mechanisms. Disorders to be covered include autism, intellectual disability, schizophrenia, epilepsy. Enrollment limited to 20. Instructor permission required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2430,Topics in Ecology and Evolutionary Biology,"Current literature in ecology, behavior, and evolutionary biology is discussed in seminar format. Topics and instructors change each semester. Representative topics have included: structuring of communities, biomechanics, coevolution, quantitative genetics, life history strategies, and units of selection. Expected: courses in advanced ecology and genetics.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2560,Advanced Virology,"The emphasis of this course will be on understanding the molecular mechanisms of viral pathogenesis. It will begin with a general introduction to the field of virology, a basic review of the immune response to viruses, and then focus primarily on the molecular biology of specific viruses that are associated with clinical human disease. Lectures will be based on the current literature and provide historical context. Students will become familiar with primary literature and produce their own original research proposal by the end of the semester.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2860,Molecular Mechanisms of Disease,"BIOL 2860 is designed for graduate students and focuses on the underlying causes of human disease. The course will explore the mechanistic basis of phenylketonuria, thalidomide toxicity, and cystic fibrosis. Students should have a solid background in the life sciences with an understanding of the fundamental principles of molecular biology, genetics, biochemistry, and cell biology. Emphasis will be placed on the development of presentation skills and research design. Readings will be assigned from Robbins Basic Pathology 10th Edition (2018), Junqueira’s Basic Histology Text & Atlas 14th Edition (2016), primary literature, and reviews. Both textbooks are available online through the library website.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2970,Preliminary Examination Preparation,For graduate students who have met the tuition requirement and are paying the registration fee to continue active enrollment while preparing for a preliminary examination.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BIOL 2990,Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHEM 2010,Advanced Thermodynamics,"Fundamental principles of macroscopic equilibrium thermodynamics. The three laws of thermodynamics, the thermodynamic potentials, temperature scales, heat engines and refrigerators, entropy, kinetic theory, and transport phenomena. Applications to solids, fluids, and magnetic systems; Gibbs relations, first and second order phase traditions, thermal radiation, gas expansions.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHEM 2310,Organometallic Chemistry,"Modern organometallic chemistry continues to find unique applications including next generation lighting displays, therapeutics and imaging, energy science, and green chemical synthesis. In this course we will briefly review fundamentals of inorganic chemistry (MO theory, ligand field theory, Pearson’s HSAB theory), and then delve into the structure, bonding, synthesis, reactivity, and mechanisms associated with organometallic complexes and their associated applications. Significant emphasis will be placed on effective oral and written communication skills, with frequent peer and instructor feedback provided. Prerequisites: CHEM 0360, CHEM 0500. PLEASE NOTE: This class is WRIT designated for Undergraduates Only. Graduate Students register for CHEM 2310.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHEM 2410,Organic Mechanisms,"This course examines methods for deteremining organic reaction mechanisms. Types of experiments introduced may include kinetics, free energy relationships, isotope effects, molecular orbital theory, spectroscopy, and product distribution analysis. Reactions typically covered inlcude pericyclic reactions, reactive intermediates, organometallic reactions, and substituion/addltion/elimination. The course makes extensive use of the primary literature, with a strong emphasis on the development of effective communication strategies. Completion of CHEM0500, and CHEM1140 is strongly recommended.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHEM 2420,Organic Reactions,Study of organic reactions and reaction mechanisms. Discussion and analysis of organic transformations. Topics can include arrow pushing strategies and synthetic methods.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHEM 2430,Synthetic Organic Chemistry,"Methods, strategies, and mechanisms. Topics may include the chemistry of anions, cations, and radicals, concerted reactions, conformational analysis, and stereochemistry.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHEM 2770,Quantum Mechanics,"Semester I: Time independent quantum mechanics and its application to atomic and molecular problems. Discussions of modern theories of electronic structure, chemical bonding, and molecular spectroscopy. Prerequisite: CHEM 1140 or equivalent.","[('CHEM 2780', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHEM 2870,Departmental Colloquia,Open to first year chemistry graduate students only.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHEM 2970,Preliminary Examination Preparation,For graduate students who have met the tuition requirement and are paying the registration fee to continue active enrollment while preparing for a preliminary examination.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHEM 2990,Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLAS 2011,Critical Approaches to Classical Texts: Theory and Methods,"These seminars will examine categories fundamental to the study of ancient literature and historiography, highlighting the relevance of ancient philosophy, rhetoric and poetics to modern critical/theoretical approaches. Topics can include: text, author, context, literature, genre, representation, emulation, narrative, historiography, commentary, reception. Contradictions in the idea of ‘classics’ can also be considered, in connection with questions of diversity and ethical approaches to Greco-Roman texts. The course aims to draw on participants’ needs and experiences to offer firm and constructive guidelines for professional academic writing, eliminating common errors and misconceptions (intentional and biographical fallacies, confusion between allusion and intertextuality, ‘topoi and ‘tropes’.)",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLAS 2970,Preliminary Examination Preparation,For graduate students who have met the tuition requirement and are paying the registration fee to continue active enrollment while preparing for a preliminary examination.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLAS 2990,Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLPS 2001,Core Concepts in Cognitive and Psychological Sciences I,"This course is the first of a two-course sequence that provides graduate students with background in the core topics and themes in the cognitive and psychological sciences. Topics include sensory systems, perception, action, evolution and development, phonetics and phonology, attention, learning, memory, and executive function. Students are also introduced to a wide range of approaches and levels of analysis that scientists adopt to study these topics. Weekly topics are addressed in lectures and assigned readings. A separate seminar session involves presentation of current papers by students and discussion with faculty. Open to graduate students only.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLPS 2970,Preliminary Examination Preparation,For graduate students who have met the tuition requirement and are paying the registration fee to continue active enrollment while preparing for a preliminary examination.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLPS 2990,Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLT 2210,Introduction to the Theory of Literature,"An historical introduction to problems of literary theory from the classical to the postmodern. Issues to be examined include mimesis, rhetoric, hermeneutics, history, psychoanalysis, formalisms and ideological criticism (questions of race, gender, sexuality, postcolonialism).",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLT 2540M,Latin American Existential Literature (HISP 2520L),Interested students must register for HISP 2520L.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLT 2820L,Moderns and Primitives,"Major writers, artists, and theorists of European modernism put a new emphasis on the status of primitive society and archaic pre-history. We will consider the works of Durkheim, Eliot, Joyce, Picasso, and others with reference to the anthropology and ethnography of their period, and to subsequent post-colonial critique and controversy.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLT 2822E,"Mourning, in Theory (GRMN 2261U)",Interested students must register for GRMN 2261U.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLT 2822F,Photography on the Picket Line: Unlearning Imperial Formations of Photography (MCM 2120P),Interested students must register for MCM 2120P.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLT 2990,Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2370,Interdisciplinary Scientific Visualization,"How to do research on using computer graphics, visualization, and interaction applied to scientific problems. Working in small multidisciplinary groups, students identify scientific problems, propose solutions involving computational modeling and visualization, design and implement the solutions, apply them to the problems, and evaluate their success. Immersive CAVE applications will be a focus, but other interaction or visualization projects are possibles. Prerequisites: all: programming experience; CS students: graphics experience; others: problem ideas. Instructor permission required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2390,Privacy-Conscious Computer Systems,"We will examine research papers on distributed system design, privacy-preserving, and secure computing techniques, and discuss how to apply these ideas in practice. The goal is to understand if, and how we can better protect the sensitive data we entrust to computer systems, both against leaks and against unauthorized or unethical use. We will look at web services, datacenter systems, distributed communication systems, and machine learning systems. During class, you will present and discuss papers, finish a set of hands-on assignments, work on a research project, and present your project at the end of the semester.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2470,Deep Learning,"Deep learning is the name for a particular version of neural networks--a version that emphasizes multiple layers of networks. Deep leaning, plus the specialized techniques that it has inspired (e.g. convolutional features and word embeddings) have lead to rapid improvements in many applications such as computer vision, machine translation, and computer Go. This course intends to give students a practical understanding of deep learning as applied in these and other areas. It also teaches the Tensorflow programming language for the expression of deep leaning algorithms. A final project will implement an advanced piece of work in one of these areas. Pre Requisites: A basic programming course: (CSCI 0150, 0170 or 0190) A linear algebra course: (CSCI 0530, MATH 0520 or 0540) A stats / probability course: (CSCI 0220, 1450, 0450, MATH 1610, APMA 1650 or 1655)",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2890,Comprehensive Examination Preparation,For graduate students who have met the tuition requirement and are paying the registration fee to continue active enrollment while preparing for a preliminary examination.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2950K,Special Topics in Computational Linguistics,"Every year will cover a different topic in computational linguistics, from a statistical point of view, including parsing, machine translation, conference, summarization, etc. Prerequisites: CSCI 1460 or permission of the instructor.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2950V,Topics in Applied Cryptography,"This course surveys recent developments in applied cryptography. Research in this field is motivated by privacy and security issues that arise in practice from areas like cloud computing, databases, surveillance and finance. Topics will vary each year. Pre Requisites: CSCI 1660 and CSCI 1510 recommended or instructor permission. This year's theme is cryptography for social good.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2951E,Topics in Computer Systems Security,"This course explores advanced topics and highlights current research in computer security from a systems perspective. Topics include vulnerabilities and defenses for automotive, computing, medical, and industrial control devices, intrusion detection, botnets, secure network protocols, web spam, tracking of web users, JavaScript sandboxing, attacks and defenses for web applications, and security and privacy issues in cloud computing. Research papers and industry reports will be presented and discussed. Also, hands-on experiments and system demonstrations will be performed. CSCI 1660 or equivalent background is essential. Enrollment limited to 12. Instructor permission required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2952C,Learning with Limited Labeled Data,"As machine learning is deployed more widely, researchers and practitioners keep running into a fundamental problem: how do we get enough labeled data? This seminar course will survey research on learning when only limited labeled data is available. Topics covered include weak supervision, semi-supervised learning, active learning, transfer learning, and few-shot learning. Students will lead discussions on classic and recent research papers, and work in teams on final research projects.
Previous experience in machine learning is required through CSCI 1420 or equivalent research experience.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2952F,Distributed Systems at Scale: Microservices Management,"This course investigates and explores an emerging paradigm for enabling distributed systems and applications at scale, Microservices. In particular, this course builds on the foundations provided by the initial distributed systems offering (i.e., CSCI 0138) and explores how these concepts are used to realize, manage, and orchestrate microservices.
Pre-req: CSCI 1380
For more information, please see http://cs.brown.edu/courses/info/csci2952-f/",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2952G,Deep Learning in Genomics,"Deep learning models have achieved impressive performance in fields like computer vision and NLP. Given an adequate amount of data, these models can extract meaningful representations to perform accurate predictions. The collection of vast quantities of biological data naturally leads to the question -- can deep learning help us understand genomics? In this seminar-style class, we will cover the recent research literature trying to answer this question. We will learn how state-of-the-art models like CNNs, RNNs, GCNs, GANs, etc. have been applied to solve significant problems in genomics and what unique challenges are presented by the data in this field.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2952J,Topics in Computing with Emerging Technologies,"In the past, computer system performance was driven by improvements in silicon fabrication technology. However, a number of promising candidates for new basic technologies have emerged recently, including single-molecule organic switches and non-volatile memory structures. This course will consider how these new basic devices will affect our past assumptions about computing from both hardware and software perspectives. Class will include a mix of lectures and discussion on assigned reading of recent publications. Students will be responsible for leading and participating in these discussions. A course project will also be required. Prerequisites: some knowledge of computer architecture is helpful, but not required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2952K,Topics in 3D Computer Vision and Deep Learning,"We live in a 3D world where all objects span 3 dimensions (length, width, and height). Cameras that image the world project 3D information to a 2D plane. How can we recover the 3D world back from 2D images? In this course we will learn about computer vision and deep learning techniques to recover 3D information of the world from images. We will study classical computer vision techniques but focus on cutting-edge deep learning methods. If you always wondered about the algorithms behind self-driving cars and AR face filter apps on your phone, then this course is for you. Recommended background: One or more of Computer Graphics, Machine Learning, Computer Vision, Image Understanding, Deep Learning. Course Website: http://cs.brown.edu/courses/csci2952k/",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2952V,Algorithms for the People,"Computer science has transformed every aspect of society, including communication, transportation, commerce, finance, and health. The revolution enabled by computing has been extraordinarily valuable. The largest tech companies generate almost a trillion dollars a year and employ millions of people. But technology does not affect everyone in the same way. In this seminar, we will examine how new technologies, ranging from facial recognition to drones, are affecting marginalized communities.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 2990,Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DATA 2050,Data Science Practicum,"The capstone experience is a hands-on thesis project that entails an in-depth study of a current problem in data science. Students will synthesize their knowledge of probability and statistics, machine learning, and data and computational science. A faculty member from one of the four core DSI departments (Applied Mathematics, Biostatistics, Computer Science, Mathematics) will oversee the capstone course. Students may collaborate with an additional faculty member, postdoc, or industry partner on projects. DATA 1010 and DATA 1030 are recommended pre-requisites.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2010,Mathematics for Economists,"Techniques of mathematical analysis useful in economic theory and econometrics. Linear algebra, constrained maximization, difference and differential equations, calculus of variations.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2030,Introduction to Econometrics I,The probabilistic and statistical basis of inference in econometrics.,"[('ECON 2260', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
